district,taluk,area_type,latitude,longitude,crime_type,month,day_of_week,time_of_day,population_density,unemployment_rate,literacy_rate,poverty_index,police_station_count,cctv_density,past_crime_rate,festival_period,age_group,gender_ratio,road_density,education_index,internet_penetration,alcohol_availability,transport_access,public_event
Kanchipuram,Kanchipuram,Rural,11.1493,76.5492,Vandalism,7,Thursday,Morning,498,13.42,79.18,0.682,8,15,5.93,0,26-35,1.029,2.29,0.792,38.02,0.367,0.675,1
Dharmapuri,Palacode,Rural,12.3655,80.4704,Cybercrime,11,Thursday,Afternoon,326,9.5,66.43,0.658,3,13,5.0,1,18-25,0.941,2.17,0.664,67.06,0.201,0.399,0
Dindigul,Nilakottai,Urban,11.4372,80.2606,Theft,5,Saturday,Night,462,12.39,77.84,0.144,5,13,2.34,0,18-25,0.913,3.67,0.778,54.38,0.747,0.949,0
Tirunelveli,Radhapuram,Rural,10.3256,78.7871,Property Crime,11,Saturday,Evening,420,10.64,67.11,0.532,7,6,3.12,1,60+,0.942,3.61,0.671,51.57,0.735,0.371,0
Villupuram,Tindivanam,Semi-Urban,9.9922,76.9662,Domestic Violence,7,Friday,Afternoon,640,5.16,72.67,0.596,2,4,6.98,0,18-25,1.086,4.01,0.727,39.37,0.238,0.468,1
Coimbatore,Pollachi,Urban,9.7273,77.1116,Fraud,10,Saturday,Night,1983,4.43,88.34,0.797,10,27,2.54,1,18-25,0.913,4.92,0.883,78.18,0.62,0.686,1
Namakkal,Rasipuram,Rural,9.8081,76.7995,Theft,10,Sunday,Night,388,13.51,70.48,0.369,3,5,7.18,1,46-60,1.057,4.23,0.705,54.45,0.678,0.57,1
Villupuram,Sankarapuram,Rural,10.1654,78.7646,Theft,12,Tuesday,Afternoon,685,9.08,82.53,0.404,2,9,4.02,1,26-35,0.958,1.19,0.825,59.07,0.282,0.478,0
Tiruchirappalli,Srirangam,Rural,12.8616,79.3624,Theft,10,Thursday,Night,392,11.32,76.67,0.662,2,12,6.99,1,46-60,1.031,3.4,0.767,32.32,0.292,0.355,1
Villupuram,Sankarapuram,Rural,9.368,79.2122,Cybercrime,11,Thursday,Afternoon,233,7.74,77.21,0.324,8,13,5.15,1,60+,0.917,3.94,0.772,52.54,0.463,0.342,0
Karur,Kadavur,Rural,8.9135,80.1462,Cybercrime,2,Monday,Night,757,9.58,79.9,0.166,4,10,7.15,0,46-60,1.049,1.02,0.799,47.43,0.291,0.319,0
Chennai,Chennai Central,Semi-Urban,12.1097,80.1496,Drug Offense,11,Wednesday,Afternoon,1477,4.05,92.57,0.535,20,25,7.9,1,36-45,0.905,2.94,0.926,78.48,0.71,0.324,1
Madurai,Thirumangalam,Urban,9.5804,77.2205,Burglary,11,Wednesday,Night,1201,7.01,93.55,0.386,10,20,7.32,1,46-60,0.971,3.72,0.936,71.37,0.653,0.82,1
Erode,Gobichettipalayam,Rural,9.8243,78.1892,Property Crime,2,Saturday,Night,719,12.08,66.29,0.725,7,9,5.06,0,46-60,1.017,1.28,0.663,34.21,0.541,0.919,1
Dharmapuri,Karimangalam,Rural,11.4343,78.2672,Theft,11,Sunday,Evening,229,14.12,76.68,0.233,4,4,5.29,1,60+,1.055,4.8,0.767,36.02,0.822,0.855,1
Vellore,Arcot,Urban,9.0215,76.4453,Property Crime,4,Friday,Afternoon,405,9.8,76.38,0.624,8,13,4.55,1,36-45,0.924,1.21,0.764,64.81,0.524,0.654,0
Tirunelveli,Palayamkottai,Rural,8.0171,80.38,Burglary,10,Saturday,Evening,606,11.72,74.84,0.209,3,10,5.04,1,26-35,0.956,3.29,0.748,47.0,0.322,0.888,1
Tirunelveli,Nanguneri,Rural,11.4002,77.1527,Drug Offense,9,Tuesday,Night,661,10.32,82.55,0.577,5,12,3.36,0,36-45,1.031,1.59,0.826,57.81,0.602,0.379,1
Krishnagiri,Krishnagiri,Rural,8.3654,76.6831,Domestic Violence,4,Sunday,Morning,214,6.99,71.6,0.208,5,2,4.59,1,18-25,0.989,0.89,0.716,41.05,0.886,0.578,1
Vellore,Arcot,Rural,9.2329,80.2783,Cybercrime,11,Friday,Afternoon,611,13.32,81.59,0.223,8,10,1.27,1,36-45,1.098,3.98,0.816,52.29,0.895,0.88,1
Cuddalore,Cuddalore,Semi-Urban,10.2548,79.2478,Assault,1,Tuesday,Evening,475,12.02,69.35,0.329,8,9,1.47,0,18-25,1.045,0.99,0.694,38.58,0.465,0.792,0
Cuddalore,Panruti,Rural,10.5132,76.9057,Drug Offense,4,Thursday,Evening,293,6.21,71.07,0.67,6,2,5.17,1,36-45,1.071,1.4,0.711,52.45,0.532,0.487,0
Madurai,Thirumangalam,Urban,10.5858,79.0081,Domestic Violence,7,Saturday,Night,1887,5.4,85.85,0.524,17,27,1.31,0,26-35,0.92,1.28,0.858,72.02,0.685,0.475,0
Namakkal,Namakkal,Rural,11.9545,80.3844,Drug Offense,12,Wednesday,Evening,415,5.23,66.8,0.739,3,5,3.78,1,18-25,0.997,4.16,0.668,47.55,0.659,0.399,1
Krishnagiri,Pochampalli,Rural,9.4925,78.5663,Property Crime,7,Wednesday,Afternoon,646,6.6,81.99,0.491,6,2,6.48,0,60+,1.093,3.06,0.82,51.48,0.376,0.563,0
Chennai,Sholinganallur,Urban,10.4989,78.9111,Fraud,5,Tuesday,Evening,1849,3.05,86.3,0.639,25,20,6.96,0,46-60,0.927,1.89,0.863,82.14,0.485,0.366,1
Villupuram,Gingee,Rural,11.5958,78.3828,Vandalism,12,Monday,Afternoon,254,7.36,81.35,0.375,4,12,3.93,1,26-35,1.031,3.72,0.814,35.89,0.514,0.394,0
Tiruvannamalai,Vandavasi,Rural,11.5474,79.1704,Traffic Violation,11,Wednesday,Morning,250,5.77,75.8,0.291,6,4,5.15,1,36-45,1.095,0.63,0.758,43.31,0.612,0.566,0
Chennai,Sholinganallur,Urban,10.9812,80.1894,Burglary,1,Sunday,Morning,800,7.04,92.67,0.257,12,36,5.05,0,18-25,1.073,4.56,0.927,75.58,0.29,0.732,0
Erode,Erode,Rural,11.3138,76.2962,Drug Offense,4,Friday,Night,560,14.07,66.31,0.199,3,5,0.79,1,36-45,0.944,3.86,0.663,33.21,0.69,0.877,1
Dindigul,Palani,Rural,11.38,76.6385,Domestic Violence,6,Tuesday,Evening,678,14.55,73.33,0.135,5,10,1.99,0,18-25,1.088,2.14,0.733,35.62,0.877,0.421,0
Tiruvannamalai,Tiruvannamalai,Rural,8.8898,77.8929,Vandalism,6,Monday,Morning,394,6.08,70.19,0.513,8,12,6.81,0,46-60,0.928,1.56,0.702,33.96,0.366,0.653,0
Thanjavur,Kumbakonam,Semi-Urban,10.6069,79.0886,Cybercrime,9,Monday,Evening,364,10.22,69.41,0.236,8,2,1.22,0,18-25,1.026,4.77,0.694,57.21,0.312,0.492,0
Sivaganga,Sivaganga,Rural,10.9499,76.691,Vandalism,5,Monday,Afternoon,233,5.87,84.72,0.19,6,10,1.25,0,18-25,0.937,3.87,0.847,52.59,0.414,0.833,0
Kanchipuram,Sriperumbudur,Rural,9.6987,79.9156,Drug Offense,1,Monday,Morning,323,8.08,70.21,0.687,3,7,0.85,0,26-35,1.085,3.0,0.702,54.4,0.652,0.873,0
Vellore,Katpadi,Semi-Urban,8.9221,79.381,Assault,1,Sunday,Evening,617,7.2,76.84,0.364,8,8,3.36,0,36-45,0.996,1.49,0.768,53.35,0.581,0.841,0
Chennai,Chennai South,Urban,10.5678,78.5742,Cybercrime,12,Monday,Night,1091,4.4,90.14,0.458,23,30,0.85,1,36-45,1.043,4.83,0.901,83.12,0.416,0.674,1
Ramanathapuram,Ramanathapuram,Urban,8.953,76.5086,Fraud,1,Thursday,Afternoon,215,13.53,65.22,0.291,3,3,6.81,0,36-45,1.063,2.21,0.652,62.72,0.667,0.714,1
Ramanathapuram,Kadaladi,Urban,12.0087,80.1911,Assault,10,Sunday,Night,649,7.28,78.92,0.505,2,8,1.2,1,60+,1.062,4.79,0.789,50.88,0.651,0.946,0
Vellore,Arcot,Rural,12.4681,76.4144,Vandalism,11,Thursday,Night,550,8.85,75.35,0.374,6,2,3.75,1,36-45,1.015,3.97,0.753,54.19,0.793,0.834,0
Sivaganga,Devakottai,Semi-Urban,8.4564,77.636,Theft,10,Wednesday,Morning,277,8.05,80.64,0.232,4,15,2.51,1,26-35,1.086,0.74,0.806,50.88,0.315,0.897,1
Salem,Salem,Semi-Urban,11.3862,80.124,Property Crime,4,Tuesday,Afternoon,633,11.88,71.03,0.327,4,2,5.42,1,26-35,1.079,1.14,0.71,51.71,0.774,0.607,0
Tirunelveli,Palayamkottai,Semi-Urban,10.5962,78.7952,Traffic Violation,11,Friday,Night,449,13.6,67.13,0.459,4,2,3.39,1,36-45,1.034,1.9,0.671,55.34,0.554,0.393,1
Thanjavur,Thanjavur,Semi-Urban,13.3204,79.845,Cybercrime,8,Thursday,Evening,639,10.78,69.78,0.175,2,8,6.35,0,46-60,1.022,4.67,0.698,61.86,0.827,0.874,1
Kanchipuram,Sriperumbudur,Semi-Urban,10.1006,76.6035,Vandalism,10,Wednesday,Evening,492,9.65,81.5,0.598,4,5,3.04,1,36-45,0.972,1.48,0.815,39.89,0.868,0.91,0
Erode,Modakurichi,Rural,9.9684,77.6075,Theft,7,Saturday,Night,291,14.94,77.65,0.216,6,7,6.46,0,36-45,1.057,4.97,0.776,31.88,0.588,0.338,0
Cuddalore,Cuddalore,Rural,8.2261,78.4777,Theft,1,Sunday,Night,753,13.67,67.83,0.578,5,15,7.21,0,60+,1.056,2.96,0.678,38.96,0.36,0.45,0
Thanjavur,Kumbakonam,Rural,12.9899,78.3937,Theft,8,Monday,Evening,618,11.83,69.39,0.361,2,9,2.82,0,26-35,0.925,4.19,0.694,41.14,0.515,0.367,0
Tirunelveli,Ambasamudram,Rural,9.8009,77.5121,Burglary,6,Sunday,Evening,211,10.51,78.14,0.434,7,2,3.35,0,18-25,0.94,2.4,0.781,54.86,0.668,0.676,1
Coimbatore,Pollachi,Urban,10.511,76.2995,Assault,3,Sunday,Morning,822,7.33,89.46,0.156,12,35,3.87,0,46-60,0.912,2.55,0.895,78.49,0.426,0.53,1
Tirunelveli,Nanguneri,Semi-Urban,11.4361,80.2114,Theft,8,Saturday,Morning,567,8.1,74.52,0.611,4,3,6.88,0,26-35,0.938,4.03,0.745,46.32,0.373,0.901,0
Krishnagiri,Hosur,Semi-Urban,9.1046,78.6306,Assault,2,Saturday,Night,251,9.27,70.58,0.369,7,11,2.58,0,46-60,1.026,4.86,0.706,56.2,0.465,0.809,1
Salem,Sankagiri,Rural,8.5297,79.6601,Fraud,3,Sunday,Evening,247,8.17,80.82,0.512,6,12,1.47,0,60+,0.942,3.29,0.808,44.84,0.261,0.816,0
Vellore,Arcot,Rural,10.7602,79.4666,Drug Offense,1,Sunday,Evening,334,5.71,71.02,0.216,2,8,5.67,0,36-45,1.037,2.3,0.71,63.91,0.745,0.693,0
Tiruvannamalai,Cheyyar,Rural,9.6679,80.1376,Traffic Violation,3,Thursday,Morning,455,11.89,72.42,0.187,4,12,5.28,0,60+,0.914,3.21,0.724,51.92,0.633,0.579,1
Cuddalore,Vridhachalam,Semi-Urban,8.5518,77.2988,Theft,12,Saturday,Night,723,10.29,69.21,0.265,7,2,7.37,1,46-60,0.979,0.88,0.692,51.52,0.449,0.651,1
Thoothukudi,Ottapidaram,Rural,9.4518,79.0205,Property Crime,1,Tuesday,Morning,485,12.24,76.19,0.711,8,2,4.12,0,18-25,1.046,0.97,0.762,57.19,0.863,0.326,1
Chennai,Chennai South,Urban,11.9001,79.9162,Fraud,1,Tuesday,Evening,1538,4.51,86.47,0.38,18,21,4.18,0,18-25,1.074,2.46,0.865,71.62,0.382,0.308,0
Thanjavur,Thanjavur,Rural,9.0105,79.0381,Burglary,11,Thursday,Night,575,9.08,65.4,0.682,2,2,6.98,1,60+,1.007,1.81,0.654,42.3,0.257,0.705,0
Thoothukudi,Kovilpatti,Rural,8.3113,76.328,Burglary,12,Tuesday,Evening,620,7.86,74.1,0.388,7,9,5.46,1,26-35,0.969,2.76,0.741,59.68,0.731,0.633,0
Coimbatore,Coimbatore South,Semi-Urban,10.885,80.1561,Theft,9,Saturday,Night,973,7.01,92.72,0.242,10,23,1.43,0,60+,0.95,1.84,0.927,76.7,0.743,0.329,1
Karur,Karur,Rural,8.4828,77.7972,Burglary,8,Wednesday,Night,460,8.2,83.71,0.4,2,2,4.99,0,60+,1.087,3.12,0.837,59.77,0.876,0.682,1
Coimbatore,Sulur,Urban,9.4784,78.778,Domestic Violence,5,Tuesday,Evening,1221,5.67,87.23,0.434,24,21,3.88,0,46-60,0.968,3.15,0.872,82.78,0.804,0.54,1
Krishnagiri,Bargur,Semi-Urban,12.0216,77.2704,Vandalism,3,Thursday,Night,345,8.2,74.02,0.734,6,9,4.46,0,26-35,1.03,3.57,0.74,56.82,0.268,0.443,0
Tiruchirappalli,Srirangam,Rural,10.3707,76.2122,Theft,10,Thursday,Afternoon,746,10.49,67.12,0.748,4,5,5.23,1,46-60,1.047,2.92,0.671,33.54,0.489,0.872,0
Tiruchirappalli,Tiruchirappalli,Semi-Urban,11.5407,76.2758,Assault,12,Wednesday,Night,279,11.69,82.11,0.338,3,7,2.37,1,36-45,0.998,3.24,0.821,56.64,0.319,0.695,0
Dharmapuri,Dharmapuri,Rural,8.836,76.8783,Cybercrime,11,Tuesday,Night,434,6.49,75.49,0.263,7,11,1.15,1,46-60,0.931,3.1,0.755,63.83,0.894,0.702,1
Ramanathapuram,Paramakudi,Rural,8.8652,78.3267,Traffic Violation,5,Tuesday,Evening,739,14.59,72.04,0.243,4,10,3.93,0,36-45,1.028,2.75,0.72,64.17,0.572,0.92,1
Vellore,Gudiyatham,Rural,9.7733,76.2142,Assault,1,Wednesday,Night,419,8.6,80.77,0.425,4,3,0.84,0,36-45,0.999,4.97,0.808,64.19,0.427,0.639,1
Cuddalore,Vridhachalam,Rural,8.1078,79.6504,Domestic Violence,9,Tuesday,Evening,742,5.58,68.74,0.598,7,3,1.93,0,36-45,0.975,2.49,0.687,57.46,0.288,0.331,1
Villupuram,Tindivanam,Semi-Urban,10.0564,78.8201,Theft,1,Wednesday,Night,386,5.17,83.94,0.748,3,10,0.72,0,26-35,0.944,1.16,0.839,50.71,0.481,0.708,1
Coimbatore,Mettupalayam,Urban,12.2108,79.4557,Cybercrime,10,Thursday,Morning,825,4.93,87.25,0.746,19,21,5.23,1,60+,1.06,2.24,0.873,83.45,0.476,0.765,1
Dindigul,Kodaikanal,Urban,12.1898,76.1295,Fraud,1,Wednesday,Evening,438,7.63,84.94,0.18,2,9,0.96,0,46-60,0.957,2.3,0.849,66.49,0.226,0.609,1
Madurai,Thirumangalam,Urban,11.3852,79.8348,Property Crime,4,Friday,Morning,1868,5.91,86.86,0.502,14,28,5.93,1,36-45,1.059,1.78,0.869,78.42,0.835,0.887,1
Coimbatore,Coimbatore South,Urban,10.7536,78.6048,Cybercrime,7,Thursday,Afternoon,959,3.22,88.12,0.149,25,25,4.63,0,18-25,0.911,1.85,0.881,77.02,0.352,0.579,0
Krishnagiri,Hosur,Rural,12.9563,78.9655,Drug Offense,1,Monday,Morning,486,9.13,65.26,0.161,5,15,0.58,0,46-60,1.012,1.49,0.653,57.5,0.629,0.769,1
Coimbatore,Pollachi,Urban,11.0356,79.1216,Theft,5,Saturday,Night,1753,4.6,85.15,0.122,18,29,1.26,0,36-45,1.016,1.08,0.851,84.86,0.853,0.401,0
Karur,Krishnarayapuram,Urban,11.8792,80.3171,Theft,5,Thursday,Night,276,9.33,68.63,0.245,8,4,4.78,0,60+,0.934,0.82,0.686,42.17,0.638,0.821,0
Sivaganga,Karaikudi,Rural,12.8181,78.582,Fraud,2,Sunday,Morning,425,11.72,81.11,0.429,6,12,6.61,0,36-45,0.909,1.33,0.811,63.64,0.526,0.921,0
Coimbatore,Coimbatore North,Urban,11.6407,77.7695,Traffic Violation,2,Monday,Afternoon,1473,6.29,86.75,0.564,23,16,5.82,0,18-25,1.1,4.42,0.868,76.18,0.272,0.946,0
Virudhunagar,Rajapalayam,Rural,12.1749,77.5978,Property Crime,11,Sunday,Night,740,14.09,76.7,0.362,5,5,5.84,1,60+,1.038,4.77,0.767,63.75,0.567,0.747,0
Krishnagiri,Hosur,Rural,8.1888,78.742,Theft,2,Saturday,Evening,698,11.54,74.04,0.283,7,13,0.84,0,36-45,0.97,2.73,0.74,47.41,0.307,0.948,0
Dindigul,Palani,Semi-Urban,11.1662,78.1427,Traffic Violation,5,Monday,Afternoon,496,6.09,69.19,0.668,7,9,6.1,0,36-45,1.04,1.32,0.692,68.08,0.823,0.617,1
Ramanathapuram,Mudukulathur,Urban,9.4079,80.3071,Property Crime,3,Sunday,Evening,458,14.33,68.63,0.519,4,7,6.07,0,18-25,1.005,4.24,0.686,35.79,0.472,0.904,0
Thanjavur,Pattukottai,Semi-Urban,11.2067,80.329,Property Crime,3,Saturday,Evening,789,5.66,76.2,0.598,7,11,5.72,0,36-45,1.028,4.4,0.762,39.79,0.715,0.621,1
Dharmapuri,Dharmapuri,Semi-Urban,13.2544,79.9472,Domestic Violence,11,Friday,Morning,519,14.92,69.08,0.43,7,13,5.14,1,46-60,0.942,2.33,0.691,35.53,0.304,0.89,0
Sivaganga,Karaikudi,Urban,8.2865,78.7669,Drug Offense,1,Wednesday,Afternoon,627,8.17,69.68,0.732,4,5,7.17,0,60+,1.006,3.33,0.697,51.85,0.463,0.879,1
Thoothukudi,Ottapidaram,Semi-Urban,8.0645,79.4478,Fraud,11,Friday,Evening,763,14.99,78.97,0.725,6,6,0.65,1,18-25,1.06,0.97,0.79,46.58,0.774,0.63,0
Coimbatore,Pollachi,Urban,8.9165,76.3053,Property Crime,12,Friday,Evening,1672,5.88,92.79,0.388,19,40,7.71,1,36-45,1.091,2.54,0.928,89.35,0.303,0.389,1
Tiruvannamalai,Polur,Semi-Urban,12.4938,78.4243,Vandalism,8,Sunday,Afternoon,695,9.71,70.04,0.158,3,3,5.3,0,36-45,1.009,1.41,0.7,36.62,0.588,0.795,0
Salem,Omalur,Rural,8.0528,77.3636,Assault,4,Monday,Night,439,11.81,70.36,0.565,7,7,2.71,1,36-45,1.056,1.23,0.704,46.52,0.327,0.788,1
Tiruchirappalli,Thuraiyur,Rural,10.7886,79.4422,Property Crime,1,Friday,Afternoon,651,13.69,78.95,0.253,3,12,5.33,0,26-35,0.934,4.39,0.79,66.9,0.637,0.639,0
Thoothukudi,Thoothukudi,Urban,11.6964,76.17,Theft,10,Thursday,Evening,384,6.99,77.86,0.653,3,2,1.7,1,18-25,0.908,1.18,0.779,30.3,0.28,0.848,1
Tiruvannamalai,Polur,Rural,10.6046,76.3305,Drug Offense,10,Sunday,Afternoon,548,8.42,72.67,0.717,7,13,6.46,1,26-35,1.054,3.02,0.727,38.09,0.721,0.442,0
Vellore,Katpadi,Rural,9.6265,78.7755,Traffic Violation,6,Tuesday,Evening,735,5.39,82.64,0.72,5,10,6.3,0,60+,1.004,4.8,0.826,39.2,0.657,0.704,0
Virudhunagar,Aruppukkottai,Semi-Urban,12.751,80.0185,Assault,11,Tuesday,Afternoon,361,6.96,81.39,0.384,6,11,4.63,1,60+,1.028,1.12,0.814,56.07,0.326,0.515,0
Tiruchirappalli,Thuraiyur,Semi-Urban,12.6239,76.7579,Property Crime,11,Saturday,Evening,538,8.93,66.72,0.503,4,12,5.96,1,36-45,0.937,1.36,0.667,35.98,0.431,0.729,0
Virudhunagar,Kariapatti,Semi-Urban,10.9524,79.3912,Drug Offense,9,Sunday,Evening,365,12.38,84.12,0.166,3,12,5.61,0,46-60,1.066,1.16,0.841,60.18,0.848,0.339,1
Kanchipuram,Sriperumbudur,Rural,12.5383,78.4068,Fraud,2,Sunday,Night,205,5.41,70.14,0.389,7,6,7.87,0,60+,1.078,3.27,0.701,35.94,0.468,0.752,0
Vellore,Vellore,Rural,10.3304,76.0328,Property Crime,9,Wednesday,Evening,782,6.86,77.24,0.208,5,9,3.45,0,26-35,1.035,1.9,0.772,38.99,0.587,0.784,1
Namakkal,Kumarapalayam,Rural,9.4686,80.389,Theft,8,Monday,Night,342,12.24,80.53,0.731,8,2,1.5,0,46-60,1.06,2.21,0.805,55.6,0.492,0.533,0
Karur,Krishnarayapuram,Rural,8.7429,76.6077,Domestic Violence,4,Thursday,Night,515,11.23,65.89,0.46,6,13,4.08,1,46-60,0.908,4.88,0.659,61.9,0.459,0.784,0
Thanjavur,Thiruvidaimarudur,Rural,10.1437,80.1364,Burglary,12,Friday,Night,500,6.07,71.78,0.608,3,2,6.91,1,18-25,0.969,1.33,0.718,69.95,0.291,0.832,0
Dharmapuri,Dharmapuri,Semi-Urban,8.818,79.7289,Fraud,10,Sunday,Night,724,13.0,70.61,0.217,4,11,2.58,1,36-45,0.983,3.85,0.706,59.17,0.664,0.597,1
Thoothukudi,Srivaikuntam,Urban,11.1479,80.3344,Fraud,7,Saturday,Morning,553,7.15,76.05,0.523,2,6,2.48,0,46-60,0.972,4.65,0.76,51.96,0.447,0.316,0
Cuddalore,Kattumannarkoil,Rural,9.825,78.1788,Drug Offense,9,Monday,Night,712,9.51,67.35,0.506,2,3,2.72,0,36-45,1.062,2.04,0.673,39.74,0.668,0.518,1
Villupuram,Villupuram,Rural,11.4497,77.8048,Theft,2,Monday,Evening,540,13.6,83.34,0.244,2,13,6.12,0,26-35,1.002,2.25,0.833,47.87,0.738,0.315,1
Chennai,Chennai South,Semi-Urban,12.1502,79.0651,Domestic Violence,1,Saturday,Afternoon,1003,4.99,94.96,0.489,8,37,0.95,0,18-25,1.017,4.86,0.95,82.3,0.443,0.534,0
Salem,Omalur,Rural,8.2852,78.6408,Vandalism,6,Saturday,Morning,505,12.53,74.59,0.443,8,14,6.31,0,60+,0.937,0.7,0.746,60.11,0.289,0.754,1
Cuddalore,Cuddalore,Rural,9.9171,78.6791,Fraud,10,Saturday,Evening,576,5.31,72.49,0.462,7,2,6.3,1,18-25,1.065,1.9,0.725,35.62,0.301,0.747,0
Madurai,Madurai South,Urban,8.08,79.119,Traffic Violation,9,Thursday,Night,1872,4.03,89.96,0.478,23,35,2.81,0,36-45,1.002,3.95,0.9,71.59,0.697,0.864,1
Villupuram,Sankarapuram,Rural,13.1015,79.6237,Property Crime,2,Monday,Night,510,5.48,78.18,0.198,6,10,5.92,0,26-35,0.942,3.54,0.782,47.16,0.446,0.836,1
Ramanathapuram,Kadaladi,Rural,11.7059,77.6211,Fraud,3,Monday,Evening,655,5.65,67.13,0.306,5,10,5.17,0,36-45,1.09,1.33,0.671,31.05,0.845,0.666,1
Thanjavur,Kumbakonam,Rural,8.4927,78.9396,Fraud,3,Saturday,Morning,493,5.89,72.4,0.191,7,11,1.84,0,60+,0.958,0.81,0.724,69.01,0.216,0.435,0
Tiruchirappalli,Tiruchirappalli,Rural,10.8066,78.9802,Domestic Violence,8,Saturday,Evening,438,5.39,67.58,0.611,3,3,1.65,0,60+,1.066,0.57,0.676,53.26,0.698,0.487,0
Tiruchirappalli,Lalgudi,Semi-Urban,9.3923,78.2509,Property Crime,9,Thursday,Morning,755,7.39,71.95,0.686,6,4,2.48,0,36-45,1.049,1.02,0.719,65.32,0.335,0.94,0
Vellore,Arcot,Semi-Urban,9.2877,80.4523,Domestic Violence,2,Tuesday,Afternoon,798,9.25,70.18,0.416,8,14,2.75,0,18-25,1.087,0.89,0.702,37.43,0.568,0.721,0
Tirunelveli,Radhapuram,Rural,11.2953,76.2593,Burglary,2,Thursday,Night,564,14.01,82.95,0.54,5,8,6.46,0,60+,1.076,2.83,0.83,31.4,0.628,0.627,1
Chennai,Ambattur,Urban,13.3293,79.9717,Cybercrime,2,Monday,Afternoon,1454,5.41,87.25,0.37,11,28,1.6,0,46-60,1.022,1.41,0.872,77.9,0.662,0.375,1
Tiruchirappalli,Tiruchirappalli,Rural,12.0244,80.2943,Fraud,9,Friday,Night,408,7.33,66.52,0.187,6,5,3.04,0,36-45,0.923,4.39,0.665,54.87,0.342,0.495,0
Thanjavur,Papanasam,Urban,12.7318,77.0356,Traffic Violation,7,Friday,Night,228,5.7,73.18,0.522,7,8,5.49,0,18-25,1.067,2.14,0.732,46.53,0.5,0.718,1
Chennai,Ambattur,Urban,9.6562,80.239,Assault,6,Wednesday,Night,834,4.71,89.22,0.116,14,35,6.56,0,18-25,1.045,2.39,0.892,85.53,0.333,0.727,1
Sivaganga,Sivaganga,Rural,9.9457,78.5378,Traffic Violation,2,Thursday,Night,697,5.35,75.43,0.123,6,8,6.17,0,26-35,1.041,3.29,0.754,40.66,0.242,0.3,0
Sivaganga,Devakottai,Urban,10.0816,77.8342,Domestic Violence,10,Sunday,Night,551,12.87,72.69,0.103,5,9,3.29,1,26-35,1.089,2.92,0.727,38.43,0.252,0.303,0
Thanjavur,Pattukottai,Rural,8.1281,76.4887,Burglary,4,Thursday,Evening,547,7.21,65.7,0.38,6,13,1.2,1,18-25,0.939,4.37,0.657,52.75,0.835,0.5,1
Vellore,Vellore,Semi-Urban,12.605,77.7605,Theft,2,Wednesday,Night,636,14.24,69.8,0.168,3,5,3.58,0,18-25,1.094,4.92,0.698,57.21,0.621,0.338,1
Kanchipuram,Chengalpattu,Semi-Urban,8.9239,77.1882,Fraud,7,Tuesday,Evening,666,11.87,74.4,0.689,5,8,5.65,0,46-60,0.922,0.79,0.744,61.52,0.296,0.524,0
Ramanathapuram,Mudukulathur,Rural,12.2517,77.1529,Property Crime,4,Thursday,Night,380,11.64,79.91,0.273,8,11,0.89,1,60+,1.058,1.13,0.799,44.43,0.433,0.662,0
Tirunelveli,Nanguneri,Rural,13.0217,80.1901,Theft,10,Wednesday,Afternoon,611,8.8,73.4,0.319,5,9,3.3,1,60+,1.015,1.69,0.734,61.84,0.385,0.477,1
Erode,Modakurichi,Semi-Urban,9.8269,77.5147,Fraud,10,Saturday,Evening,438,6.54,72.4,0.45,7,10,4.11,1,26-35,1.004,3.43,0.724,68.12,0.528,0.698,1
Tiruvannamalai,Arani,Semi-Urban,10.3129,76.252,Fraud,3,Thursday,Night,340,14.1,72.38,0.473,2,2,7.64,0,26-35,1.095,4.93,0.724,44.92,0.831,0.914,0
Vellore,Pernambut,Rural,8.4106,77.1673,Theft,8,Wednesday,Afternoon,204,13.88,82.01,0.222,3,10,5.45,0,46-60,1.07,0.59,0.82,36.35,0.673,0.593,0
Coimbatore,Sulur,Urban,10.6572,78.3321,Fraud,10,Tuesday,Night,1272,6.47,86.41,0.443,22,15,6.67,1,46-60,0.938,1.82,0.864,72.25,0.243,0.828,0
Vellore,Gudiyatham,Semi-Urban,13.3834,77.5423,Burglary,6,Tuesday,Night,311,9.27,79.96,0.536,5,2,3.33,0,36-45,1.047,2.46,0.8,66.94,0.492,0.409,1
Coimbatore,Sulur,Urban,12.8542,76.3595,Fraud,3,Thursday,Afternoon,1603,5.56,89.23,0.67,23,15,2.57,0,46-60,0.974,3.39,0.892,80.12,0.438,0.534,0
Sivaganga,Ilayangudi,Rural,9.4739,78.7512,Property Crime,8,Sunday,Afternoon,767,11.1,67.43,0.189,2,10,4.34,0,60+,0.942,1.7,0.674,57.4,0.35,0.603,1
Krishnagiri,Krishnagiri,Rural,9.9361,76.9306,Theft,8,Wednesday,Night,221,12.31,83.15,0.388,4,7,4.3,0,18-25,0.981,3.1,0.831,39.95,0.76,0.638,1
Villupuram,Villupuram,Rural,12.4958,77.893,Theft,4,Saturday,Evening,637,12.42,68.5,0.731,8,14,1.75,1,26-35,0.912,1.0,0.685,56.69,0.815,0.55,1
Dharmapuri,Dharmapuri,Rural,11.296,78.8633,Property Crime,11,Wednesday,Morning,432,6.64,65.01,0.233,3,10,1.1,1,18-25,0.941,1.03,0.65,46.96,0.753,0.37,1
