district,taluk,area_type,latitude,longitude,crime_type,month,day_of_week,time_of_day,population_density,unemployment_rate,literacy_rate,poverty_index,police_station_count,cctv_density,past_crime_rate,weather,festival_period,age_group,gender_ratio,road_density,education_index,internet_penetration,alcohol_availability,transport_access,public_event
Krishnagiri,Denkanikottai,Rural,13.2615,79.1879,Property Crime,6,Wednesday,Afternoon,757,14.46,83.46,0.141,7,6,7.57,Hot,0,46-60,1.051,3.13,0.835,36.93,0.255,0.727,1
Madurai,Thirumangalam,Urban,9.4744,77.6316,Burglary,7,Sunday,Night,892,7.85,88.51,0.126,18,18,4.67,Sunny,0,36-45,1.079,1.28,0.885,75.08,0.561,0.433,1
Dindigul,Nilakottai,Urban,13.104,79.086,Property Crime,12,Sunday,Night,499,11.26,71.78,0.432,4,2,1.8,Sunny,1,26-35,1.009,2.18,0.718,35.11,0.772,0.64,0
Thoothukudi,Kovilpatti,Rural,8.0945,79.7585,Theft,1,Saturday,Morning,541,14.98,78.38,0.504,6,12,3.83,Sunny,0,46-60,0.905,1.16,0.784,38.59,0.584,0.302,0
Karur,Kulithalai,Semi-Urban,8.1001,76.1919,Property Crime,1,Sunday,Morning,238,13.69,67.61,0.789,2,9,5.4,Sunny,0,46-60,1.052,2.88,0.676,40.51,0.624,0.515,1
Tiruchirappalli,Musiri,Urban,11.7639,78.5798,Assault,3,Monday,Night,532,12.18,77.9,0.56,6,5,7.9,Cloudy,0,36-45,1.013,4.12,0.779,39.24,0.664,0.401,0
Thanjavur,Pattukottai,Semi-Urban,11.7422,80.1744,Fraud,5,Sunday,Morning,366,10.33,73.83,0.395,2,5,0.59,Hot,0,26-35,0.934,0.93,0.738,32.81,0.614,0.516,0
Tiruchirappalli,Musiri,Rural,13.0544,78.7698,Domestic Violence,6,Monday,Evening,267,7.51,75.19,0.502,4,7,4.33,Cloudy,0,26-35,1.035,1.33,0.752,38.4,0.473,0.433,1
Tirunelveli,Palayamkottai,Urban,8.1498,79.4145,Burglary,8,Wednesday,Night,469,13.03,75.5,0.292,8,7,6.59,Cloudy,0,60+,1.032,4.45,0.755,69.97,0.771,0.342,1
Thoothukudi,Vilathikulam,Rural,8.6934,80.0062,Domestic Violence,3,Thursday,Afternoon,505,11.93,80.96,0.315,3,7,3.49,Hot,0,60+,0.971,2.86,0.81,39.35,0.851,0.947,0
Erode,Erode,Rural,8.3894,79.9054,Domestic Violence,12,Tuesday,Morning,639,7.8,73.96,0.556,8,14,7.92,Sunny,1,46-60,0.944,4.16,0.74,44.02,0.381,0.935,0
Erode,Gobichettipalayam,Urban,9.1556,79.6138,Fraud,10,Tuesday,Night,773,5.86,84.67,0.762,2,8,5.58,Hot,1,60+,1.017,3.96,0.847,44.77,0.264,0.379,0
Thoothukudi,Kovilpatti,Rural,13.4442,79.8578,Theft,6,Wednesday,Evening,638,13.96,70.34,0.623,5,14,5.4,Rainy,0,18-25,0.965,3.06,0.703,38.34,0.212,0.47,1
Vellore,Katpadi,Rural,12.3283,77.3345,Vandalism,8,Saturday,Night,432,9.83,75.08,0.524,5,8,7.36,Sunny,0,46-60,1.01,4.81,0.751,57.96,0.75,0.947,1
Erode,Bhavani,Rural,8.9364,79.3544,Vandalism,11,Wednesday,Night,726,9.14,70.79,0.62,7,4,5.88,Rainy,1,46-60,1.067,4.19,0.708,68.27,0.373,0.364,0
Villupuram,Sankarapuram,Semi-Urban,13.4837,79.5488,Fraud,2,Wednesday,Evening,685,5.16,75.98,0.586,8,2,3.23,Hot,0,18-25,0.912,4.19,0.76,61.36,0.556,0.512,0
Dindigul,Dindigul,Rural,8.3547,76.5764,Assault,7,Tuesday,Evening,423,6.92,71.31,0.397,6,5,3.24,Sunny,0,26-35,1.017,2.51,0.713,50.81,0.53,0.504,1
Thanjavur,Thanjavur,Rural,10.1622,78.1913,Domestic Violence,12,Friday,Night,341,13.45,67.44,0.737,7,13,5.14,Rainy,1,36-45,1.007,2.29,0.674,53.39,0.407,0.8,0
Kanchipuram,Uthiramerur,Semi-Urban,9.8235,77.6571,Theft,12,Sunday,Night,402,13.8,80.11,0.45,6,14,1.73,Rainy,1,26-35,0.924,2.54,0.801,35.62,0.592,0.553,0
Krishnagiri,Hosur,Rural,13.3387,77.2149,Vandalism,11,Friday,Afternoon,392,8.59,73.29,0.346,2,10,2.85,Hot,1,60+,0.983,1.29,0.733,31.6,0.708,0.475,1
Madurai,Madurai South,Urban,11.2635,78.7098,Domestic Violence,12,Sunday,Morning,1675,3.93,93.81,0.471,15,37,2.26,Cloudy,1,36-45,0.958,3.2,0.938,85.76,0.423,0.738,0
Salem,Mettur,Rural,12.5576,76.3803,Theft,1,Thursday,Night,363,6.94,76.74,0.673,7,11,1.46,Rainy,0,46-60,1.1,4.65,0.767,33.01,0.453,0.592,0
Sivaganga,Manamadurai,Semi-Urban,10.3196,76.7353,Vandalism,7,Tuesday,Evening,327,6.77,75.45,0.143,7,10,3.1,Sunny,0,60+,0.918,3.35,0.755,35.85,0.438,0.338,0
Tiruchirappalli,Musiri,Semi-Urban,8.6175,79.4251,Fraud,10,Monday,Afternoon,498,11.07,70.87,0.612,6,14,3.73,Rainy,1,26-35,1.073,3.17,0.709,36.2,0.826,0.443,1
Tiruvannamalai,Cheyyar,Rural,9.193,77.1719,Property Crime,1,Saturday,Afternoon,455,5.53,66.94,0.291,6,10,2.76,Hot,0,60+,0.956,3.51,0.669,56.74,0.825,0.925,1
Sivaganga,Devakottai,Rural,8.4465,80.4133,Fraud,6,Monday,Afternoon,446,7.26,84.65,0.707,7,2,5.84,Hot,0,46-60,0.968,3.6,0.846,60.25,0.639,0.581,0
Krishnagiri,Pochampalli,Semi-Urban,9.6651,79.7316,Property Crime,9,Saturday,Afternoon,633,12.39,66.96,0.369,7,6,5.15,Sunny,0,60+,1.089,1.26,0.67,51.86,0.415,0.787,1
Virudhunagar,Sattur,Urban,9.7558,78.1197,Drug Offense,8,Thursday,Afternoon,741,7.9,76.62,0.361,4,2,4.76,Cloudy,0,60+,0.918,1.17,0.766,43.86,0.686,0.405,1
Cuddalore,Chidambaram,Rural,8.1495,76.502,Assault,5,Sunday,Afternoon,502,14.83,67.81,0.335,8,12,5.68,Hot,0,26-35,0.951,1.51,0.678,51.34,0.521,0.892,0
Cuddalore,Kattumannarkoil,Semi-Urban,9.1845,79.5634,Drug Offense,2,Wednesday,Evening,356,7.02,76.98,0.158,2,14,0.97,Rainy,0,60+,1.002,2.83,0.77,65.37,0.718,0.841,1
Salem,Mettur,Semi-Urban,8.4563,76.2079,Theft,7,Saturday,Night,248,12.62,82.27,0.235,8,3,2.2,Cloudy,0,46-60,1.096,4.58,0.823,43.09,0.533,0.743,0
Villupuram,Villupuram,Rural,11.2533,79.9558,Drug Offense,3,Monday,Night,770,8.95,65.06,0.251,5,8,1.69,Cloudy,0,18-25,1.079,1.93,0.651,42.84,0.669,0.563,1
Cuddalore,Panruti,Semi-Urban,9.5655,78.5811,Traffic Violation,10,Thursday,Morning,462,8.07,66.7,0.742,4,11,5.51,Hot,1,18-25,1.005,3.94,0.667,40.73,0.757,0.554,0
Karur,Krishnarayapuram,Semi-Urban,12.906,76.3562,Fraud,3,Friday,Morning,392,6.87,78.6,0.63,4,2,3.6,Cloudy,0,26-35,1.032,0.85,0.786,33.3,0.77,0.485,0
Cuddalore,Kattumannarkoil,Rural,9.3262,77.7886,Theft,2,Monday,Evening,646,14.05,72.45,0.163,5,3,1.77,Hot,0,46-60,0.985,1.13,0.725,59.39,0.214,0.843,0
Ramanathapuram,Paramakudi,Rural,8.5131,77.7741,Vandalism,8,Tuesday,Morning,566,6.36,71.98,0.655,7,13,5.85,Rainy,0,36-45,1.074,4.86,0.72,50.36,0.374,0.315,1
Thoothukudi,Vilathikulam,Rural,10.5768,79.0892,Theft,3,Sunday,Morning,398,14.29,67.82,0.306,6,8,7.56,Hot,0,46-60,1.006,2.55,0.678,56.5,0.586,0.708,1
Tiruvannamalai,Polur,Semi-Urban,8.5076,79.5809,Vandalism,9,Tuesday,Afternoon,423,5.38,75.14,0.692,3,11,7.45,Hot,0,26-35,0.975,2.2,0.751,60.74,0.301,0.664,0
Dharmapuri,Harur,Rural,12.7159,79.841,Theft,10,Thursday,Night,400,7.75,81.14,0.269,4,12,2.06,Cloudy,1,60+,0.901,4.32,0.811,67.5,0.455,0.409,0
Vellore,Arcot,Rural,11.3503,78.808,Fraud,8,Tuesday,Night,709,9.58,76.68,0.388,6,2,2.52,Sunny,0,18-25,1.067,3.71,0.767,34.03,0.215,0.676,0
Thanjavur,Kumbakonam,Rural,11.2177,78.8758,Theft,1,Sunday,Afternoon,798,10.46,82.08,0.637,2,13,6.48,Hot,0,36-45,0.989,0.78,0.821,43.94,0.394,0.531,1
Virudhunagar,Virudhunagar,Semi-Urban,10.0652,80.1147,Vandalism,12,Tuesday,Night,445,5.85,78.15,0.318,5,12,6.3,Cloudy,1,18-25,1.003,3.86,0.782,41.18,0.29,0.885,0
Coimbatore,Pollachi,Semi-Urban,12.0021,78.6522,Property Crime,7,Monday,Evening,1041,3.55,89.19,0.768,20,27,3.02,Rainy,0,60+,0.919,4.64,0.892,70.49,0.342,0.866,1
Krishnagiri,Pochampalli,Semi-Urban,10.737,76.4088,Assault,2,Thursday,Night,442,6.49,83.0,0.274,2,11,2.89,Cloudy,0,46-60,0.968,3.79,0.83,63.82,0.309,0.623,1
Tiruchirappalli,Thuraiyur,Semi-Urban,13.1359,78.9694,Domestic Violence,4,Saturday,Morning,647,11.39,66.32,0.654,4,4,5.62,Cloudy,1,60+,0.943,0.68,0.663,56.16,0.292,0.573,1
Coimbatore,Pollachi,Urban,11.477,78.7195,Cybercrime,11,Saturday,Night,1105,6.07,85.62,0.6,12,38,4.52,Cloudy,1,26-35,1.073,2.88,0.856,85.92,0.812,0.376,1
Karur,Karur,Semi-Urban,8.8384,77.9703,Fraud,11,Thursday,Afternoon,406,5.62,67.57,0.406,5,6,0.71,Sunny,1,60+,0.924,1.67,0.676,46.7,0.332,0.706,1
Dharmapuri,Karimangalam,Semi-Urban,9.2959,76.156,Assault,10,Sunday,Evening,532,10.46,80.91,0.227,2,10,1.58,Sunny,1,46-60,1.0,1.34,0.809,61.53,0.592,0.804,0
Madurai,Usilampatti,Urban,10.1539,80.1732,Theft,10,Monday,Evening,1768,7.75,89.88,0.627,15,32,7.84,Cloudy,1,60+,0.985,4.13,0.899,83.29,0.45,0.892,1
Cuddalore,Vridhachalam,Semi-Urban,8.9672,76.9438,Burglary,12,Tuesday,Morning,266,11.66,78.57,0.617,4,6,6.48,Hot,1,60+,1.009,3.8,0.786,66.76,0.388,0.532,1
Krishnagiri,Pochampalli,Rural,11.4127,80.3969,Cybercrime,9,Friday,Morning,234,12.85,81.82,0.529,6,10,5.74,Sunny,0,18-25,1.076,1.69,0.818,35.55,0.338,0.672,0
Tiruvannamalai,Polur,Semi-Urban,12.9135,77.3731,Assault,4,Monday,Afternoon,698,11.93,66.58,0.679,6,12,4.93,Cloudy,1,60+,1.077,1.15,0.666,42.11,0.782,0.583,0
Coimbatore,Coimbatore South,Urban,9.0569,77.9113,Cybercrime,8,Thursday,Afternoon,1459,3.02,87.66,0.408,25,33,3.46,Hot,0,46-60,0.9,1.87,0.877,75.39,0.35,0.393,0
Ramanathapuram,Mudukulathur,Rural,10.1672,76.8283,Cybercrime,12,Sunday,Evening,654,7.65,72.03,0.639,3,4,1.06,Sunny,1,60+,1.035,3.37,0.72,39.2,0.469,0.859,0
Tiruvannamalai,Arani,Rural,9.9359,79.4323,Drug Offense,6,Sunday,Evening,680,11.45,70.08,0.741,4,3,4.52,Cloudy,0,26-35,1.084,3.28,0.701,68.66,0.588,0.89,1
Dharmapuri,Harur,Semi-Urban,10.7062,79.2265,Theft,1,Tuesday,Night,261,12.88,66.22,0.658,7,11,1.37,Rainy,0,18-25,0.934,4.34,0.662,58.74,0.882,0.309,0
Thanjavur,Thiruvidaimarudur,Urban,9.6174,76.0664,Traffic Violation,8,Thursday,Morning,517,5.06,84.63,0.467,6,2,7.44,Sunny,0,18-25,1.086,2.72,0.846,30.77,0.464,0.348,0
Namakkal,Tiruchengode,Rural,12.6304,77.7078,Property Crime,7,Wednesday,Morning,525,8.56,66.33,0.669,2,3,0.56,Hot,0,60+,1.066,3.09,0.663,34.03,0.611,0.532,1
Thanjavur,Pattukottai,Semi-Urban,11.5106,77.1951,Assault,11,Friday,Night,313,12.1,68.16,0.292,4,3,7.1,Rainy,1,26-35,1.012,2.49,0.682,45.46,0.741,0.746,1
Dharmapuri,Dharmapuri,Semi-Urban,12.9671,78.0461,Burglary,3,Sunday,Night,539,13.34,79.75,0.419,4,4,6.51,Sunny,0,18-25,1.066,4.76,0.797,48.5,0.288,0.597,1
Salem,Mettur,Urban,11.8539,78.2839,Theft,5,Tuesday,Evening,737,11.91,67.53,0.183,6,4,4.56,Sunny,0,18-25,1.02,2.44,0.675,47.5,0.286,0.739,0
Salem,Vazhapadi,Rural,9.8439,76.2933,Domestic Violence,4,Thursday,Morning,569,8.66,77.87,0.268,4,8,3.63,Sunny,1,60+,1.082,1.41,0.779,59.31,0.202,0.617,0
Chennai,Chennai North,Semi-Urban,9.6905,77.3121,Fraud,10,Wednesday,Evening,1109,5.27,91.75,0.331,8,27,3.55,Rainy,1,36-45,0.977,0.84,0.917,84.63,0.667,0.768,1
Cuddalore,Vridhachalam,Semi-Urban,12.4808,77.812,Vandalism,5,Sunday,Night,523,13.82,69.94,0.668,5,6,3.63,Sunny,0,36-45,1.039,4.05,0.699,64.46,0.544,0.827,0
Dindigul,Natham,Rural,8.1457,77.5493,Burglary,5,Saturday,Night,569,14.29,77.83,0.641,7,11,7.85,Hot,0,18-25,1.004,1.92,0.778,58.24,0.318,0.879,1
Coimbatore,Coimbatore North,Urban,10.1929,76.2846,Cybercrime,3,Tuesday,Evening,1626,3.53,92.57,0.673,12,33,3.85,Sunny,0,60+,1.029,3.37,0.926,70.85,0.487,0.656,1
Ramanathapuram,Ramanathapuram,Rural,11.8149,76.2418,Burglary,5,Wednesday,Morning,256,12.46,84.71,0.345,8,4,5.52,Hot,0,18-25,0.925,1.3,0.847,31.37,0.508,0.389,0
Tirunelveli,Tirunelveli,Semi-Urban,9.978,79.0786,Assault,10,Saturday,Evening,324,6.2,66.16,0.119,7,3,2.83,Cloudy,1,36-45,1.054,4.56,0.662,55.72,0.883,0.321,1
Thanjavur,Pattukottai,Rural,11.1652,80.1688,Theft,7,Tuesday,Night,400,13.07,75.28,0.202,8,9,1.76,Hot,0,46-60,0.939,4.98,0.753,64.73,0.453,0.664,1
Sivaganga,Devakottai,Semi-Urban,10.3533,76.2238,Assault,1,Tuesday,Evening,475,8.47,68.25,0.299,2,14,5.94,Cloudy,0,36-45,0.906,1.65,0.683,31.96,0.442,0.377,0
Virudhunagar,Rajapalayam,Urban,11.1614,80.056,Cybercrime,6,Thursday,Night,382,9.21,80.14,0.24,8,6,7.69,Hot,0,60+,0.96,0.92,0.801,66.13,0.223,0.441,0
Thanjavur,Thanjavur,Semi-Urban,12.2007,79.7537,Burglary,4,Tuesday,Afternoon,702,5.93,76.47,0.149,7,11,6.38,Cloudy,1,46-60,1.039,4.68,0.765,40.53,0.69,0.898,0
Tiruchirappalli,Lalgudi,Rural,8.8207,80.3258,Domestic Violence,6,Sunday,Evening,315,6.69,75.12,0.288,3,11,4.1,Cloudy,0,18-25,1.088,1.69,0.751,64.96,0.789,0.734,0
Thoothukudi,Thoothukudi,Semi-Urban,10.4075,78.9111,Burglary,5,Wednesday,Afternoon,539,11.71,66.91,0.15,7,15,6.9,Sunny,0,26-35,0.99,3.51,0.669,54.35,0.88,0.319,0
Krishnagiri,Denkanikottai,Rural,11.2158,77.0662,Domestic Violence,9,Sunday,Afternoon,511,10.9,74.95,0.335,4,2,2.24,Rainy,0,36-45,0.966,3.38,0.75,36.66,0.715,0.885,0
Chennai,Sholinganallur,Urban,10.0093,76.9635,Traffic Violation,9,Saturday,Morning,1065,7.33,92.49,0.124,18,23,2.84,Rainy,0,36-45,0.918,0.77,0.925,78.2,0.48,0.358,1
Erode,Modakurichi,Semi-Urban,13.3888,77.3799,Traffic Violation,3,Friday,Evening,588,9.2,84.27,0.274,4,7,2.12,Rainy,0,46-60,1.023,1.5,0.843,36.36,0.25,0.441,1
Kanchipuram,Sriperumbudur,Rural,11.7685,78.1632,Vandalism,8,Saturday,Afternoon,637,6.92,66.08,0.146,8,9,2.9,Hot,0,46-60,0.976,1.5,0.661,44.38,0.861,0.669,0
Ramanathapuram,Ramanathapuram,Rural,10.3231,79.6669,Property Crime,10,Tuesday,Morning,525,6.57,79.83,0.798,6,11,0.57,Hot,1,26-35,0.981,1.93,0.798,67.04,0.206,0.891,1
Thanjavur,Pattukottai,Rural,12.1143,76.5052,Fraud,10,Wednesday,Afternoon,410,15.0,71.26,0.133,7,10,6.25,Hot,1,26-35,0.905,2.88,0.713,66.35,0.255,0.857,1
Salem,Salem,Semi-Urban,8.8613,79.3486,Theft,10,Saturday,Night,229,13.92,83.66,0.701,6,8,6.44,Hot,1,26-35,1.078,3.34,0.837,33.14,0.49,0.572,1
Tirunelveli,Radhapuram,Semi-Urban,12.1445,80.2118,Assault,8,Tuesday,Evening,288,12.19,81.24,0.493,6,13,5.09,Hot,0,26-35,0.912,2.0,0.812,58.59,0.558,0.498,0
Sivaganga,Ilayangudi,Semi-Urban,11.2586,77.0487,Theft,3,Tuesday,Evening,241,13.47,67.8,0.284,7,7,0.62,Cloudy,0,60+,1.012,0.51,0.678,69.87,0.469,0.596,1
Tiruchirappalli,Lalgudi,Semi-Urban,12.1979,78.6724,Assault,5,Saturday,Evening,662,9.99,72.2,0.26,3,6,7.27,Sunny,0,18-25,1.0,0.91,0.722,30.12,0.353,0.91,0
Vellore,Gudiyatham,Rural,11.005,78.878,Fraud,1,Monday,Evening,220,8.58,71.58,0.529,8,9,4.01,Cloudy,0,26-35,1.056,1.05,0.716,38.81,0.471,0.334,1
Vellore,Katpadi,Semi-Urban,9.7108,76.1061,Fraud,4,Tuesday,Evening,363,10.48,81.25,0.465,5,3,1.5,Sunny,1,26-35,1.052,4.78,0.813,55.81,0.392,0.752,1
Cuddalore,Panruti,Rural,10.6865,76.111,Vandalism,6,Wednesday,Evening,644,10.51,78.69,0.4,5,5,1.94,Sunny,0,26-35,0.997,4.91,0.787,36.74,0.324,0.771,1
Ramanathapuram,Mudukulathur,Semi-Urban,10.089,77.7062,Domestic Violence,9,Saturday,Night,767,13.27,74.09,0.777,6,2,7.08,Rainy,0,46-60,0.984,4.92,0.741,50.98,0.679,0.633,0
Cuddalore,Kattumannarkoil,Rural,10.5519,78.4985,Theft,2,Monday,Night,311,7.45,71.64,0.412,8,5,6.72,Hot,0,36-45,1.0,4.34,0.716,49.6,0.435,0.947,1
Chennai,Ambattur,Urban,11.6386,76.2443,Traffic Violation,12,Friday,Evening,1210,7.44,86.99,0.158,11,31,4.18,Rainy,1,26-35,1.079,4.05,0.87,84.33,0.787,0.515,0
Karur,Krishnarayapuram,Rural,12.195,76.2069,Vandalism,9,Tuesday,Night,485,5.96,68.13,0.377,8,2,7.33,Rainy,0,26-35,0.917,2.11,0.681,42.23,0.679,0.56,0
Salem,Sankagiri,Semi-Urban,12.3993,76.2549,Drug Offense,9,Wednesday,Night,233,6.15,81.39,0.404,4,9,7.68,Rainy,0,36-45,0.97,2.08,0.814,58.72,0.236,0.558,1
Kanchipuram,Sriperumbudur,Rural,12.8651,80.1846,Property Crime,11,Friday,Evening,665,11.38,65.87,0.399,2,3,2.86,Rainy,1,46-60,1.051,2.14,0.659,59.16,0.574,0.306,1
Chennai,Chennai North,Urban,8.4792,76.8288,Traffic Violation,10,Thursday,Night,1812,6.78,87.2,0.731,15,29,6.71,Hot,1,18-25,1.008,2.01,0.872,81.99,0.873,0.857,0
Dharmapuri,Karimangalam,Rural,12.1689,76.3965,Theft,12,Saturday,Night,492,5.03,68.11,0.766,2,8,5.46,Rainy,1,26-35,0.962,1.58,0.681,55.31,0.304,0.608,1
Tiruchirappalli,Thuraiyur,Rural,10.3073,79.6149,Burglary,6,Tuesday,Night,411,14.07,75.28,0.286,8,8,7.04,Sunny,0,46-60,1.037,3.73,0.753,69.37,0.713,0.484,0
Tiruchirappalli,Lalgudi,Semi-Urban,10.7526,77.6644,Drug Offense,4,Saturday,Morning,792,5.36,72.5,0.181,4,7,3.56,Sunny,1,36-45,1.045,4.29,0.725,31.02,0.501,0.904,0
Dharmapuri,Karimangalam,Semi-Urban,11.7523,78.139,Fraud,8,Sunday,Evening,581,9.21,67.43,0.171,2,2,7.82,Sunny,0,18-25,1.038,0.59,0.674,62.87,0.222,0.499,0
Virudhunagar,Aruppukkottai,Semi-Urban,11.0023,79.1814,Theft,11,Monday,Night,687,14.23,74.13,0.647,8,4,5.49,Hot,1,36-45,0.921,4.38,0.741,47.34,0.342,0.879,1
Virudhunagar,Rajapalayam,Urban,8.1449,78.2019,Cybercrime,8,Tuesday,Night,673,8.58,81.27,0.427,4,8,4.08,Rainy,0,18-25,1.08,2.01,0.813,34.88,0.485,0.787,1
Kanchipuram,Chengalpattu,Rural,11.5179,79.0113,Burglary,8,Monday,Evening,466,14.99,68.75,0.73,3,3,6.21,Rainy,0,60+,0.96,2.61,0.687,65.96,0.308,0.334,1
Tirunelveli,Radhapuram,Rural,8.3535,76.9528,Property Crime,8,Sunday,Evening,731,7.22,75.52,0.779,7,14,2.39,Cloudy,0,46-60,1.076,3.22,0.755,41.87,0.766,0.367,0
Virudhunagar,Rajapalayam,Rural,13.028,76.5988,Vandalism,2,Wednesday,Morning,310,9.84,81.53,0.302,4,5,6.02,Cloudy,0,36-45,0.923,2.91,0.815,68.86,0.549,0.753,0
Madurai,Madurai South,Urban,9.3451,76.4138,Vandalism,4,Wednesday,Night,957,5.03,92.1,0.479,19,33,7.81,Sunny,1,18-25,0.939,4.7,0.921,75.51,0.378,0.661,1
Ramanathapuram,Mudukulathur,Rural,11.4592,77.9056,Theft,2,Saturday,Night,245,8.83,80.36,0.493,5,9,6.54,Hot,0,26-35,0.974,1.44,0.804,69.03,0.53,0.363,1
Chennai,Chennai North,Urban,9.0637,76.2063,Property Crime,4,Saturday,Afternoon,849,5.39,91.71,0.198,21,31,2.34,Cloudy,1,26-35,0.946,3.32,0.917,74.8,0.286,0.401,0
Thoothukudi,Srivaikuntam,Rural,9.4015,76.8415,Theft,10,Saturday,Afternoon,684,10.93,67.19,0.635,4,7,7.05,Rainy,1,46-60,1.011,0.91,0.672,41.83,0.343,0.378,0
Dindigul,Dindigul,Rural,9.5577,76.0414,Theft,2,Thursday,Night,713,8.66,80.42,0.161,6,9,6.08,Hot,0,46-60,1.036,4.42,0.804,33.86,0.23,0.848,0
Karur,Aravakurichi,Rural,10.8186,78.697,Fraud,5,Friday,Morning,270,6.76,84.95,0.447,4,11,7.55,Sunny,0,46-60,0.95,1.98,0.849,35.36,0.38,0.525,0
Vellore,Vellore,Rural,10.7978,76.1909,Property Crime,10,Wednesday,Evening,426,8.79,81.35,0.745,7,11,5.08,Cloudy,1,26-35,1.08,1.73,0.813,45.56,0.686,0.909,0
Coimbatore,Sulur,Urban,12.122,79.6272,Traffic Violation,6,Sunday,Afternoon,940,7.18,86.22,0.135,19,19,3.29,Cloudy,0,46-60,1.056,4.68,0.862,72.96,0.537,0.524,1
Sivaganga,Manamadurai,Semi-Urban,9.9469,77.0191,Domestic Violence,10,Saturday,Morning,252,9.71,67.73,0.104,3,6,1.11,Sunny,1,36-45,0.929,4.36,0.677,30.42,0.739,0.811,0
Tiruvannamalai,Polur,Rural,13.0295,78.6331,Vandalism,8,Saturday,Afternoon,247,9.46,73.52,0.663,8,5,2.59,Sunny,0,36-45,1.033,1.42,0.735,56.39,0.75,0.829,1
Namakkal,Rasipuram,Semi-Urban,11.3548,79.8596,Domestic Violence,9,Saturday,Morning,480,5.79,76.3,0.491,5,13,3.57,Sunny,0,60+,1.003,3.93,0.763,49.46,0.58,0.677,1
Virudhunagar,Virudhunagar,Rural,9.0093,76.7842,Fraud,4,Tuesday,Night,466,14.31,78.68,0.556,7,6,3.28,Sunny,1,60+,0.99,3.99,0.787,30.47,0.793,0.839,1
Salem,Salem,Semi-Urban,9.5142,77.3027,Theft,10,Tuesday,Night,655,8.68,80.39,0.358,5,7,1.46,Rainy,1,18-25,1.055,2.54,0.804,64.26,0.536,0.81,1
Madurai,Usilampatti,Urban,9.6958,76.2505,Cybercrime,2,Saturday,Night,1945,4.51,85.94,0.178,25,32,3.45,Hot,0,60+,0.935,3.94,0.859,78.36,0.256,0.86,1
Coimbatore,Coimbatore South,Urban,12.0032,78.2504,Property Crime,1,Friday,Night,1751,3.94,85.62,0.412,10,19,6.27,Cloudy,0,18-25,1.1,2.49,0.856,75.1,0.565,0.603,1
Dindigul,Palani,Rural,10.7664,80.1785,Assault,8,Friday,Night,375,7.61,67.44,0.199,6,11,5.49,Rainy,0,46-60,0.915,4.36,0.674,45.64,0.37,0.83,1
Villupuram,Gingee,Urban,9.4834,77.7601,Domestic Violence,3,Friday,Morning,246,10.79,72.75,0.217,2,8,5.37,Rainy,0,36-45,0.944,0.92,0.727,45.73,0.448,0.569,0
Namakkal,Kolli Hills,Rural,10.1054,77.1428,Theft,10,Sunday,Morning,604,14.82,82.17,0.37,3,3,3.41,Rainy,1,60+,0.971,1.54,0.822,45.4,0.255,0.634,1
Virudhunagar,Sattur,Rural,9.3879,76.4136,Traffic Violation,6,Monday,Evening,404,13.24,69.92,0.402,5,2,3.31,Cloudy,0,18-25,1.049,2.17,0.699,66.6,0.622,0.432,0
Erode,Erode,Rural,8.2945,77.7629,Cybercrime,8,Friday,Night,413,5.35,83.87,0.752,3,4,1.07,Rainy,0,26-35,1.044,2.38,0.839,50.36,0.88,0.488,0
Thoothukudi,Ottapidaram,Rural,12.9969,79.339,Assault,12,Tuesday,Night,748,7.87,77.57,0.632,3,6,2.63,Hot,1,26-35,1.053,4.95,0.776,36.41,0.861,0.697,0
Sivaganga,Manamadurai,Rural,10.9364,77.9249,Assault,8,Sunday,Evening,775,7.81,77.91,0.261,8,11,7.62,Cloudy,0,46-60,0.911,0.93,0.779,56.46,0.561,0.403,0
Namakkal,Kolli Hills,Urban,8.6825,79.4563,Cybercrime,2,Saturday,Evening,630,9.22,79.77,0.312,5,13,4.7,Sunny,0,46-60,1.071,2.58,0.798,69.49,0.643,0.398,0
Madurai,Melur,Urban,9.1129,77.8123,Theft,5,Saturday,Evening,1232,3.69,85.28,0.174,22,36,4.23,Sunny,0,36-45,1.058,0.51,0.853,75.62,0.582,0.932,1
Karur,Karur,Semi-Urban,9.2606,77.278,Theft,9,Thursday,Night,208,10.12,80.8,0.776,7,12,4.11,Cloudy,0,46-60,1.011,1.22,0.808,52.75,0.722,0.825,1
Madurai,Melur,Semi-Urban,8.9034,80.3878,Drug Offense,1,Friday,Morning,894,3.26,94.62,0.419,23,23,3.19,Hot,0,18-25,0.976,1.42,0.946,82.73,0.275,0.915,1
Virudhunagar,Sattur,Urban,10.9435,78.9615,Domestic Violence,4,Saturday,Evening,554,13.31,76.07,0.595,2,8,2.41,Hot,1,18-25,1.096,3.16,0.761,35.71,0.688,0.423,1
Dharmapuri,Harur,Rural,13.0205,78.9029,Traffic Violation,9,Monday,Morning,306,6.51,80.78,0.162,8,9,2.8,Sunny,0,46-60,1.066,1.35,0.808,63.43,0.289,0.768,1
Tiruvannamalai,Tiruvannamalai,Semi-Urban,8.3767,76.8058,Assault,5,Saturday,Night,589,12.71,69.35,0.285,4,14,7.37,Cloudy,0,46-60,0.989,2.32,0.694,68.6,0.597,0.586,1
